REGION,PROV_CODE,PROV_NAME,DIST_CODE,DIST_NAME,INC_DATE,INC_TYPE,Persons_killed,Persons_injured,Individuals_affected,Families_affected,Houses_damaged,Houses_destroyed,Season,Latitude,Longitude
North Eastern,15,Badakhshan,1512,Baharak,2016-05-12,Flood / flash flood,0,0,478,92,28,1,Spring,37.017329,70.910623
Northern,20,Sar-e-Pul,2007,Sangcharak,2016-05-12,Flood / flash flood,0,0,49,7,3,4,Spring,35.961749,66.369244
North Eastern,15,Badakhshan,1527,Zebak,2016-05-12,Flood / flash flood,0,0,124,13,5,0,Spring,36.361303,71.272312
North Eastern,15,Badakhshan,1515,Darwaz-e-Balla,2016-05-12,Flood / flash flood,0,0,34,4,4,0,Spring,38.444539,70.796354
North Eastern,15,Badakhshan,1504,Arghanjkhwa,2016-05-12,Flood / flash flood,0,0,323,54,0,23,Spring,37.366577,70.970672
North Eastern,15,Badakhshan,1514,Shighnan,2016-05-12,Flood / flash flood,0,0,36,5,0,0,Spring,37.60885,71.366023
Northern,19,Samangan,1906,Khuram Wa Sarbagh,2016-05-13,Flood / flash flood,0,0,109,27,27,0,Spring,35.946376,68.057426
North Eastern,15,Badakhshan,1512,Baharak,2016-05-13,Flood / flash flood,0,0,479,218,14,10,Spring,37.017329,70.910623
North Eastern,15,Badakhshan,1509,Teshkan,2016-05-13,Flood / flash flood,0,0,1889,385,344,41,Spring,36.800862,70.366348
North Eastern,9,Baghlan,912,Dehsalah,2016-05-14,Flood / flash flood,1,0,152,38,34,4,Spring,35.763124,69.309796
Eastern,13,Kunar,1301,Asadabad,2016-05-14,Flood / flash flood,0,0,98,14,14,0,Spring,34.859883,71.117064
Central Highland,10,Bamyan,1001,Bamyan,2016-05-14,Flood / flash flood,0,0,6,1,1,0,Spring,34.755695,67.640391
North Eastern,15,Badakhshan,1513,Shuhada,2016-05-14,Flood / flash flood,0,0,670,99,68,0,Spring,37.061091,71.185928
North Eastern,15,Badakhshan,1507,Yawan,2016-05-15,Landslide / mudflow,0,0,826,118,0,85,Spring,37.514601,70.388243
North Eastern,15,Badakhshan,1513,Shuhada,2016-05-15,Flood / flash flood,0,0,529,78,55,0,Spring,37.061091,71.185928
Central Highland,10,Bamyan,1003,Yakawlang,2016-05-15,Flood / flash flood,0,0,188,22,7,15,Spring,35.039948,66.994871
Northern,20,Sar-e-Pul,2006,Balkhab,2016-05-15,Flood / flash flood,0,0,1108,156,92,64,Spring,35.484525,66.58343
North Eastern,15,Badakhshan,1513,Shuhada,2016-05-16,Flood / flash flood,0,0,447,65,45,0,Spring,37.061091,71.185928
Northern,20,Sar-e-Pul,2003,Kohestanat,2016-05-18,Flood / flash flood,21,21,670,95,0,95,Spring,35.406159,65.963338
North Eastern,15,Badakhshan,1518,Keshem,2016-05-18,Flood / flash flood,0,0,335,58,6,10,Spring,36.74831,70.12736
Central Highland,10,Bamyan,1006,Kahmard,2016-06-03,Flood / flash flood,0,0,86,13,4,9,Summer,35.340373,67.749258
Central Highland,10,Bamyan,1002,Sayghan,2016-06-03,Flood / flash flood,1,0,15,2,1,1,Summer,35.124416,67.624207
North Eastern,15,Badakhshan,1519,Tagab,2016-06-03,Flood / flash flood,0,0,1220,231,60,154,Summer,36.479764,70.341949
North Eastern,9,Baghlan,901,Pul-e-Khumri,2016-06-06,Landslide / mudflow,4,5,9,1,0,1,Summer,36.011946,68.636293
North Eastern,16,Takhar,1608,Kalafgan,2016-06-11,Flood / flash flood,0,0,126,19,5,14,Summer,36.780002,69.908015
Eastern,6,Nangarhar,616,Goshta,2016-06-16,Flood / flash flood,0,0,259,37,17,0,Summer,34.455504,70.877188
South Eastern,26,Khost,2601,Khost (Matun),2016-07-02,Flood / flash flood,0,0,55,5,1,5,Summer,33.337571,69.91725
North Eastern,9,Baghlan,906,Tala Wa Barfak,2016-07-02,Flood / flash flood,0,0,385,55,0,55,Summer,35.238661,68.342849
Eastern,13,Kunar,1301,Asadabad,2016-07-16,Flood / flash flood,0,0,1673,251,190,61,Summer,34.859883,71.117064
Eastern,13,Kunar,1302,Watapur,2016-07-16,Flood / flash flood,0,0,42,6,4,2,Summer,34.972029,71.079464
South Eastern,26,Khost,2602,Sabari,2016-07-17,Flood / flash flood,7,2,49,3,0,0,Summer,33.492199,69.952329
South Eastern,11,Ghazni,1101,Ghazni,2016-07-27,Flood / flash flood,1,0,7,1,0,1,Summer,33.541807,68.441991
Capital,4,Wardak,407,Saydabad,2016-07-28,Flood / flash flood,0,0,434,62,52,10,Summer,33.934723,68.676363
Capital,4,Wardak,406,Chak,2016-07-28,Flood / flash flood,0,0,28,4,2,2,Summer,34.085404,68.516192
South Eastern,26,Khost,2605,Mandozayi,2016-07-30,Earthquake,1,0,98,8,6,2,Summer,33.336522,69.803569
South Eastern,26,Khost,2605,Mandozayi,2016-07-31,Flood / flash flood,1,7,98,14,8,5,Summer,33.336522,69.803569
Eastern,13,Kunar,1302,Watapur,2016-08-14,Flood / flash flood,0,0,9,1,0,0,Summer,34.972029,71.079464
Eastern,13,Kunar,1303,Narang,2016-08-14,Flood / flash flood,0,0,49,7,7,0,Summer,34.817816,71.019069
Eastern,13,Kunar,1309,Khaskunar,2016-08-26,Flood / flash flood,0,0,91,13,13,0,Summer,34.599138,70.919872
Eastern,13,Kunar,1307,Dara-e-Pech,2016-08-26,Flood / flash flood,0,0,98,14,12,0,Summer,34.931473,70.911379
Capital,1,Kabul,102,Dehsabz,2016-08-27,Flood / flash flood,0,0,154,22,22,0,Summer,34.635628,69.325031
Capital,1,Kabul,105,Chaharasyab,2016-08-29,Flood / flash flood,0,0,168,24,24,0,Summer,34.393084,69.08462
Eastern,13,Kunar,1311,Barkunar,2016-08-31,Flood / flash flood,0,0,11,2,0,2,Summer,35.062438,71.392415
Eastern,13,Kunar,1312,Ghaziabad,2016-09-12,Flood / flash flood,0,3,84,12,12,0,Autumn,35.209863,71.320771
Eastern,13,Kunar,1306,Shigal Wa Sheltan,2016-09-12,Flood / flash flood,1,6,21,3,2,1,Autumn,35.019947,71.233756
South Eastern,26,Khost,2601,Khost (Matun),2016-09-21,Flood / flash flood,1,0,112,16,16,0,Autumn,33.337571,69.91725
North Eastern,15,Badakhshan,1502,Yaftal-e-Sufla,2016-10-29,Landslide / mudflow,0,0,168,24,8,8,Autumn,37.29251,70.36165
Eastern,13,Kunar,1305,Marawara,2017-01-04,Flood / flash flood,0,0,10,1,1,0,Winter,34.856211,71.219828
Eastern,13,Kunar,1301,Asadabad,2017-01-04,Flood / flash flood,0,0,56,8,7,1,Winter,34.859883,71.117064
Eastern,13,Kunar,1303,Narang,2017-01-04,Flood / flash flood,0,0,7,1,1,0,Winter,34.817816,71.019069
Eastern,13,Kunar,1314,Nurgal,2017-01-04,Flood / flash flood,0,0,28,4,3,1,Winter,34.700584,70.728239
Eastern,13,Kunar,1304,Sarkani,2017-01-04,Flood / flash flood,0,0,7,1,0,1,Winter,34.705403,71.086416
Southern,32,Hilmand,3201,Lashkargah,2017-01-14,Flood / flash flood,0,0,77,8,5,3,Winter,31.451536,64.522944
Southern,33,Kandahar,3301,Kandahar,2017-01-14,Flood / flash flood,0,0,28,3,3,0,Winter,31.518012,65.697431
Western,31,Farah,3101,Farah,2017-01-15,Flood / flash flood,0,0,119,19,9,0,Winter,32.23408,62.222932
Western,31,Farah,3104,khak-e-Safed,2017-01-16,Flood / flash flood,0,0,0,0,0,0,Winter,32.749551,62.103717
Central Highland,10,Bamyan,1003,Yakawlang,2017-01-17,Landslide / mudflow,0,0,13,2,0,2,Winter,35.039948,66.994871
Southern,24,Zabul,2401,Qalat,2017-01-20,Heavy snowfall,0,0,4025,575,0,0,Winter,32.187366,66.953465
Southern,33,Kandahar,3301,Kandahar,2017-01-22,Flood / flash flood,0,0,164,20,10,10,Winter,31.518012,65.697431
Eastern,6,Nangarhar,603,Surkhrod,2017-01-22,Flood / flash flood,6,4,10,3,0,3,Winter,34.420676,70.317617
Southern,33,Kandahar,3305,Daman,2017-01-23,Flood / flash flood,0,0,62,8,0,8,Winter,31.156011,65.741152
Southern,24,Zabul,2401,Qalat,2017-01-23,Flood / flash flood,0,0,218,33,33,0,Winter,32.187366,66.953465
Eastern,7,Laghman,701,Mehtarlam,2017-01-25,Flood / flash flood,0,0,20,2,2,0,Winter,34.666954,70.071718
Central Highland,10,Bamyan,1001,Bamyan,2017-01-25,Avalanche,0,0,0,0,0,0,Winter,34.755695,67.640391
South Eastern,11,Ghazni,1118,Gelan,2017-01-28,Heavy snowfall,2,0,14,2,0,0,Winter,32.69335,67.670183
Eastern,13,Kunar,1314,Nurgal,2017-01-29,Flood / flash flood,0,0,18,2,2,0,Winter,34.700584,70.728239
Eastern,13,Kunar,1302,Watapur,2017-01-29,Flood / flash flood,0,0,21,3,3,0,Winter,34.972029,71.079464
Northern,28,Faryab,2807,Kohestan,2017-01-29,Heavy snowfall,0,0,0,0,0,0,Winter,35.349423,64.956595
Eastern,13,Kunar,1307,Dara-e-Pech,2017-01-29,Flood / flash flood,0,0,35,5,5,0,Winter,34.931473,70.911379
Eastern,13,Kunar,1301,Asadabad,2017-01-29,Flood / flash flood,0,0,44,6,6,0,Winter,34.859883,71.117064
Western,29,Badghis,2901,Qala-e-Naw,2017-01-30,Avalanche,0,0,32,4,4,0,Winter,34.861003,63.130681
North Eastern,15,Badakhshan,1506,Raghestan,2017-01-30,Avalanche,1,6,56,8,0,2,Winter,37.67991,70.64017
Western,21,Ghor,2108,Lal Wa Sarjangal,2017-02-02,Avalanche,1,0,7,1,0,1,Winter,34.567173,66.208738
Western,21,Ghor,2101,Chaghcharan,2017-02-02,Heavy snowfall,0,0,0,0,0,0,Winter,34.524334,65.238265
Central Highland,10,Bamyan,1003,Yakawlang,2017-02-02,Avalanche,3,0,3,0,0,0,Winter,35.039948,66.994871
North Eastern,15,Badakhshan,1507,Yawan,2017-02-03,Avalanche,0,0,0,0,0,0,Winter,37.514601,70.388243
Central Highland,22,Daykundi,2203,Khadir,2017-02-03,Avalanche,0,0,0,0,0,0,Winter,33.866089,65.787183
Central Highland,10,Bamyan,1004,Panjab,2017-02-03,Flood / flash flood,0,0,152,22,1,0,Winter,34.38689,66.930673
Central Highland,10,Bamyan,1007,Waras,2017-02-03,Flood / flash flood,0,0,84,12,0,0,Winter,34.163208,66.930112
Southern,32,Hilmand,3211,Baghran,2017-02-03,Avalanche,0,0,0,0,0,0,Winter,33.151625,65.152843
North Eastern,15,Badakhshan,1515,Darwaz-e-Balla,2017-02-03,Avalanche,10,12,371,53,10,15,Winter,38.444539,70.796354
Western,21,Ghor,2101,Chaghcharan,2017-02-04,Heavy snowfall,0,0,0,0,0,0,Winter,34.524334,65.238265
Western,21,Ghor,2101,Chaghcharan,2017-02-04,Avalanche,0,0,0,0,0,0,Winter,34.524334,65.238265
Eastern,7,Laghman,702,Alishang,2017-02-04,Flood / flash flood,0,0,31,5,5,0,Winter,34.866429,70.072183
South Eastern,26,Khost,2601,Khost (Matun),2017-02-04,Flood / flash flood,1,2,287,41,34,7,Winter,33.337571,69.91725
Western,21,Ghor,2104,Dawlatyar,2017-02-04,Heavy snowfall,0,0,0,0,0,0,Winter,34.622616,65.789997
Southern,33,Kandahar,3308,Maywand,2017-02-04,Flood / flash flood,0,0,382,49,49,0,Winter,31.56697,64.93499
Eastern,6,Nangarhar,603,Surkhrod,2017-02-04,Flood / flash flood,0,0,19,3,3,0,Winter,34.420676,70.317617
Western,21,Ghor,2109,Tolak,2017-02-04,Heavy snowfall,0,0,0,0,0,0,Winter,34.003325,63.675799
Eastern,6,Nangarhar,618,Shinwar,2017-02-04,Flood / flash flood,1,6,49,6,4,2,Winter,34.205904,70.816901
South Eastern,11,Ghazni,1101,Ghazni,2017-02-04,Heavy snowfall,0,0,70,10,25,2,Winter,33.541807,68.441991
Western,31,Farah,3108,Lash-e-Juwayn,2017-02-04,Heavy snowfall,0,0,0,0,0,0,Winter,31.758847,61.322829
Eastern,6,Nangarhar,606,Rodat,2017-02-04,Flood / flash flood,0,3,330,44,38,6,Winter,34.256662,70.550781
Western,21,Ghor,2110,Saghar,2017-02-04,Avalanche,0,0,0,0,0,0,Winter,33.663899,63.743686
Eastern,13,Kunar,1305,Marawara,2017-02-04,Flood / flash flood,0,0,69,10,9,0,Winter,34.856211,71.219828
Eastern,13,Kunar,1310,Dangam,2017-02-04,Flood / flash flood,0,0,79,14,12,2,Winter,35.015631,71.446189
Eastern,13,Kunar,1302,Watapur,2017-02-04,Flood / flash flood,0,0,48,8,8,0,Winter,34.972029,71.079464
Eastern,6,Nangarhar,612,Pachieragam,2017-02-04,Flood / flash flood,0,0,41,6,4,2,Winter,34.077161,70.302235
Eastern,13,Kunar,1303,Narang,2017-02-04,Flood / flash flood,0,0,49,7,6,1,Winter,34.817816,71.019069
Eastern,13,Kunar,1306,Shigal Wa Sheltan,2017-02-04,Flood / flash flood,0,2,174,21,16,2,Winter,35.019947,71.233756
Southern,33,Kandahar,3311,Spinboldak,2017-02-04,Flood / flash flood,0,0,93,13,13,0,Winter,30.952222,66.135407
South Eastern,12,Paktya,1201,Gardez,2017-02-04,Heavy snowfall,0,0,77,11,0,11,Winter,33.599864,69.229343
Eastern,7,Laghman,705,Dawlatshah,2017-02-04,Flood / flash flood,0,0,200,32,32,0,Winter,35.03591,70.00979
Central Highland,22,Daykundi,2206,Shahrestan,2017-02-04,Avalanche,0,0,0,0,0,0,Winter,33.694575,66.480494
Eastern,13,Kunar,1312,Ghaziabad,2017-02-04,Flood / flash flood,0,0,84,13,13,0,Winter,35.209863,71.320771
Eastern,6,Nangarhar,617,Achin,2017-02-04,Flood / flash flood,0,0,30,5,4,1,Winter,34.056653,70.650371
Southern,32,Hilmand,3201,Lashkargah,2017-02-04,Flood / flash flood,0,0,169,21,21,0,Winter,31.451536,64.522944
Southern,33,Kandahar,3301,Kandahar,2017-02-04,Flood / flash flood,0,0,150,31,0,31,Winter,31.518012,65.697431
Central Highland,22,Daykundi,2209,Miramor,2017-02-04,Avalanche,0,0,14,2,0,0,Winter,33.826512,66.987777
Eastern,6,Nangarhar,613,Dehbala,2017-02-04,Flood / flash flood,0,0,204,30,29,1,Winter,34.092342,70.449203
Eastern,13,Kunar,1314,Nurgal,2017-02-04,Flood / flash flood,0,0,47,9,6,0,Winter,34.700584,70.728239
South Eastern,26,Khost,2605,Mandozayi,2017-02-04,Flood / flash flood,0,0,70,10,2,8,Winter,33.336522,69.803569
Eastern,6,Nangarhar,610,Hesarak,2017-02-04,Heavy snowfall,0,0,245,32,32,0,Winter,34.24617,69.743543
South Eastern,25,Paktika,2514,Wormamay,2017-02-04,Heavy snowfall,4,12,210,30,0,30,Winter,31.962904,68.809059
Eastern,13,Kunar,1315,Nari,2017-02-04,Flood / flash flood,0,0,140,21,20,1,Winter,35.177373,71.508298
Eastern,7,Laghman,701,Mehtarlam,2017-02-04,Flood / flash flood,0,0,129,20,15,5,Winter,34.666954,70.071718
Western,21,Ghor,2107,Pasaband,2017-02-04,Heavy snowfall,0,0,0,0,0,0,Winter,33.687137,65.132795
Eastern,6,Nangarhar,604,Khogyani,2017-02-04,Flood / flash flood,0,0,33,6,6,0,Winter,34.446776,70.68128
Eastern,13,Kunar,1304,Sarkani,2017-02-04,Flood / flash flood,0,0,28,4,3,3,Winter,34.705403,71.086416
South Eastern,12,Paktya,1206,Zadran,2017-02-04,Heavy snowfall,0,0,77,11,8,11,Winter,33.416216,69.424522
Northern,18,Balkh,1802,Nahr-e-Shahi,2017-02-04,Flood / flash flood,0,0,0,0,3,0,Winter,36.827572,67.23353
Western,29,Badghis,2903,Abkamari,2017-02-04,Heavy snowfall,3,1,7,1,0,1,Winter,35.013638,62.966459
Eastern,6,Nangarhar,602,Behsud,2017-02-04,Flood / flash flood,0,1,21,3,3,0,Winter,34.423905,70.520494
Eastern,13,Kunar,1313,Chapadara,2017-02-04,Flood / flash flood,0,0,644,92,92,0,Winter,34.901138,70.700645
South Eastern,25,Paktika,2513,Wazakhah,2017-02-04,Heavy snowfall,0,0,126,18,0,18,Winter,32.22365,68.2772
Eastern,13,Kunar,1308,Chawkay,2017-02-04,Flood / flash flood,0,0,55,9,8,1,Winter,34.745481,70.862733
Western,30,Hirat,3005,Guzara,2017-02-04,Flood / flash flood,0,0,35,5,3,2,Winter,34.040952,62.013878
South Eastern,12,Paktya,1211,Dand Wa Patan,2017-02-04,Heavy snowfall,0,0,168,24,0,24,Winter,33.809267,69.901955
South Eastern,26,Khost,2606,Tani,2017-02-04,Flood / flash flood,0,0,35,5,0,5,Winter,33.204652,69.735546
Western,21,Ghor,2106,Taywarah,2017-02-04,Heavy snowfall,0,0,0,0,0,0,Winter,33.514124,64.40105
South Eastern,25,Paktika,2519,Turwo (Tarwe),2017-02-04,Heavy snowfall,0,9,140,20,0,20,Winter,31.886466,68.405391
South Eastern,26,Khost,2607,Gurbuz,2017-02-04,Flood / flash flood,3,3,7,1,0,1,Winter,33.205471,69.920756
Eastern,13,Kunar,1311,Barkunar,2017-02-04,Flood / flash flood,0,1,86,16,12,2,Winter,35.062438,71.392415
Eastern,13,Kunar,1307,Dara-e-Pech,2017-02-04,Flood / flash flood,0,2,296,40,38,2,Winter,34.931473,70.911379
Capital,3,Parwan,304,Bagram,2017-02-04,Heavy snowfall,0,0,56,8,5,3,Winter,34.905671,69.377716
Capital,3,Parwan,305,Saydkhel,2017-02-04,Heavy snowfall,0,0,56,8,4,4,Winter,35.04724,69.282208
Western,30,Hirat,3010,Adraskan,2017-02-04,Flood / flash flood,3,0,21,3,0,0,Winter,33.72015,61.816468
Eastern,7,Laghman,704,Alingar,2017-02-04,Flood / flash flood,0,0,154,23,20,3,Winter,34.833038,70.425705
South Eastern,12,Paktya,1209,Janikhel,2017-02-04,Heavy snowfall,0,0,182,26,0,26,Winter,33.62669,69.833488
Capital,2,Kapisa,201,Mahmud-e-Raqi,2017-02-04,Heavy snowfall,0,0,210,30,30,0,Winter,35.01233,69.382066
South Eastern,11,Ghazni,1113,Jaghuri,2017-02-04,Heavy snowfall,5,0,63,9,2,2,Winter,33.09056,67.505361
Eastern,6,Nangarhar,611,Sherzad,2017-02-04,Flood / flash flood,0,0,7,1,1,0,Winter,34.181064,69.928431
South Eastern,12,Paktya,1207,Lija Ahmad Khel,2017-02-04,Heavy snowfall,0,0,77,11,5,11,Winter,33.797792,69.605362
Capital,3,Parwan,309,Shekhali,2017-02-04,Heavy snowfall,0,0,128,15,12,3,Winter,34.961071,68.393194
Capital,2,Kapisa,204,Hisa-e-Duwum-e-Kohestan,2017-02-04,Heavy snowfall,0,0,252,36,36,0,Winter,35.069169,69.328034
Eastern,7,Laghman,703,Qarghayi,2017-02-04,Flood / flash flood,3,2,15,2,1,1,Winter,34.543504,70.214523
Western,31,Farah,3107,Shibkoh,2017-02-04,Heavy snowfall,0,0,0,0,0,0,Winter,32.139109,61.359457
Central Highland,22,Daykundi,2207,Sang-e-Takht,2017-02-04,Avalanche,0,0,0,0,0,0,Winter,34.178306,65.86074
Capital,3,Parwan,310,Surkh-e- Parsa,2017-02-04,Heavy snowfall,0,0,603,93,33,10,Winter,34.742986,68.643355
Capital,2,Kapisa,203,Kohband,2017-02-04,Heavy snowfall,0,0,140,20,20,0,Winter,35.110987,69.460654
Eastern,6,Nangarhar,601,Jalalabad,2017-02-04,Flood / flash flood,0,0,31,4,4,0,Winter,34.419822,70.436525
Western,30,Hirat,3012,Obe,2017-02-04,Flood / flash flood,0,0,42,6,2,4,Winter,34.380977,63.292026
South Eastern,25,Paktika,2518,Dila,2017-02-04,Heavy snowfall,0,11,175,25,0,25,Winter,32.617663,68.123294
South Eastern,12,Paktya,1202,Sayedkaram,2017-02-04,Heavy snowfall,0,0,7,1,0,1,Winter,33.731336,69.469893
Capital,3,Parwan,301,Charikar,2017-02-04,Heavy snowfall,0,0,119,17,11,6,Winter,34.955632,69.120882
Eastern,13,Kunar,1301,Asadabad,2017-02-04,Flood / flash flood,0,0,119,17,13,0,Winter,34.859883,71.117064
South Eastern,12,Paktya,1208,Alikhel (Jaji),2017-02-04,Heavy snowfall,0,0,147,21,0,21,Winter,33.954034,69.697367
Eastern,13,Kunar,1309,Khaskunar,2017-02-04,Flood / flash flood,0,0,21,3,3,0,Winter,34.599138,70.919872
Western,21,Ghor,2108,Lal Wa Sarjangal,2017-02-04,Heavy snowfall,0,0,0,0,0,0,Winter,34.567173,66.208738
South Eastern,12,Paktya,1210,Chamkani,2017-02-04,Heavy snowfall,0,0,70,10,0,10,Winter,33.793514,69.791159
Southern,33,Kandahar,3305,Daman,2017-02-04,Flood / flash flood,0,0,219,31,0,0,Winter,31.156011,65.741152
Eastern,6,Nangarhar,605,Chaparhar,2017-02-04,Flood / flash flood,0,0,14,2,0,2,Winter,34.298027,70.367422
Capital,3,Parwan,307,Ghorband,2017-02-04,Heavy snowfall,0,0,77,11,11,0,Winter,34.987058,68.799341
Northern,28,Faryab,2809,Bilcheragh,2017-02-05,Heavy snowfall,0,0,0,0,0,0,Winter,35.876337,65.398609
Northern,28,Faryab,2803,Pashtunkot,2017-02-05,Heavy snowfall,0,0,0,0,0,0,Winter,35.838939,64.782672
Eastern,13,Kunar,1307,Dara-e-Pech,2017-02-05,Flood / flash flood,0,0,170,25,25,0,Winter,34.931473,70.911379
Eastern,14,Nuristan,1405,Wama,2017-02-05,Heavy snowfall,0,0,119,17,17,0,Winter,35.107368,70.719288
Eastern,14,Nuristan,1408,Barg-e- Matal,2017-02-05,Avalanche,52,25,532,76,0,18,Winter,35.756716,71.229678
Eastern,14,Nuristan,1402,Mandol,2017-02-05,Heavy snowfall,0,0,0,0,0,0,Winter,35.385321,70.208195
Eastern,14,Nuristan,1401,Poruns,2017-02-05,Avalanche,0,4,182,26,26,0,Winter,35.421264,70.787779
Eastern,14,Nuristan,1406,Waygal,2017-02-05,Heavy snowfall,0,0,98,14,14,0,Winter,35.181413,70.997138
Central Highland,22,Daykundi,2204,kiti,2017-02-05,Heavy snowfall,0,0,14,2,0,2,Winter,33.53046,65.74766
Eastern,13,Kunar,1301,Asadabad,2017-02-05,Flood / flash flood,0,0,106,15,15,0,Winter,34.859883,71.117064
Central Highland,10,Bamyan,1004,Panjab,2017-02-05,Avalanche,0,0,7,1,0,1,Winter,34.38689,66.930673
Northern,28,Faryab,2801,Maymana,2017-02-06,Landslide / mudflow,0,0,14,2,4,2,Winter,35.901683,64.758825
Western,29,Badghis,2904,Qadis,2017-02-06,Heavy snowfall,4,0,7,1,0,1,Winter,34.798054,63.578057
Northern,28,Faryab,2801,Maymana,2017-02-06,Heavy snowfall,0,0,189,27,0,27,Winter,35.901683,64.758825
Western,29,Badghis,2902,Muqur,2017-02-06,Heavy snowfall,1,0,7,1,1,0,Winter,35.108166,63.260315
Central Highland,22,Daykundi,2203,Khadir,2017-02-06,Flood / flash flood,0,0,0,0,0,0,Winter,33.866089,65.787183
Capital,1,Kabul,101,Kabul,2017-02-07,Heavy snowfall,0,0,126,18,18,0,Winter,34.527913,69.169074
North Eastern,9,Baghlan,907,Khenjan,2017-02-07,Heavy snowfall,0,0,14,2,0,2,Winter,35.453058,68.986856
North Eastern,9,Baghlan,901,Pul-e-Khumri,2017-02-07,Heavy snowfall,0,0,14,2,0,2,Winter,36.011946,68.636293
Western,21,Ghor,2101,Chaghcharan,2017-02-07,Heavy snowfall,0,0,0,0,0,0,Winter,34.524334,65.238265
North Eastern,9,Baghlan,902,Baghlan-e-Jadid,2017-02-07,Heavy snowfall,0,0,7,1,0,1,Winter,36.297339,68.720497
Capital,1,Kabul,102,Dehsabz,2017-02-08,Heavy snowfall,0,0,42,6,4,2,Winter,34.635628,69.325031
Capital,1,Kabul,113,Surobi,2017-02-08,Heavy snowfall,0,0,28,4,2,2,Winter,34.63319,69.710301
Capital,1,Kabul,103,Shakardara,2017-02-08,Heavy snowfall,0,0,14,2,2,0,Winter,34.66827,69.06244
Capital,1,Kabul,101,Kabul,2017-02-08,Heavy snowfall,1,0,441,63,55,8,Winter,34.527913,69.169074
Central Highland,22,Daykundi,2204,kiti,2017-02-08,Heavy snowfall,0,0,21,3,2,1,Winter,33.53046,65.74766
Central Highland,22,Daykundi,2204,kiti,2017-02-08,Avalanche,0,0,0,0,0,0,Winter,33.53046,65.74766
Capital,1,Kabul,107,Bagrami,2017-02-08,Heavy snowfall,7,0,28,4,2,2,Winter,34.48912,69.305418
Capital,1,Kabul,104,Paghman,2017-02-08,Heavy snowfall,3,0,119,18,9,4,Winter,34.541028,68.946488
Western,30,Hirat,3016,Chisht-e-Sharif,2017-02-08,Heavy snowfall,0,0,0,0,0,0,Winter,34.372017,63.768442
Central Highland,22,Daykundi,2204,kiti,2017-02-09,Heavy snowfall,0,0,35,5,2,3,Winter,33.53046,65.74766
Capital,2,Kapisa,202,Nejrab,2017-02-10,Flood / flash flood,0,0,7,1,0,0,Winter,35.041318,69.632485
Western,29,Badghis,2901,Qala-e-Naw,2017-02-10,Flood / flash flood,0,0,56,8,8,56,Winter,34.861003,63.130681
Capital,2,Kapisa,203,Kohband,2017-02-10,Flood / flash flood,0,0,14,2,0,0,Winter,35.110987,69.460654
Capital,2,Kapisa,207,Hisa-e- Awal-e- Kohestan,2017-02-10,Flood / flash flood,0,0,126,18,0,0,Winter,35.135942,69.334935
Capital,2,Kapisa,201,Mahmud-e-Raqi,2017-02-10,Flood / flash flood,0,0,133,19,0,0,Winter,35.01233,69.382066
Central Highland,22,Daykundi,2204,kiti,2017-02-10,Heavy snowfall,0,0,28,4,4,0,Winter,33.53046,65.74766
Capital,2,Kapisa,204,Hisa-e-Duwum-e-Kohestan,2017-02-10,Flood / flash flood,0,0,259,37,0,0,Winter,35.069169,69.328034
Northern,18,Balkh,1801,Mazar-e-Sharif,2017-02-11,Flood / flash flood,0,0,0,0,7,0,Winter,36.703226,67.112903
North Eastern,15,Badakhshan,1507,Yawan,2017-02-12,Avalanche,0,2,2,0,0,0,Winter,37.514601,70.388243
Central Highland,10,Bamyan,1003,Yakawlang,2017-02-13,Avalanche,1,1,6,1,0,2,Winter,35.039948,66.994871
Northern,27,Jawzjan,2701,Shiberghan,2017-02-14,Heavy snowfall,0,0,0,152,152,0,Winter,36.626436,65.77841
Central Highland,22,Daykundi,2209,Miramor,2017-02-14,Heavy snowfall,0,0,0,0,0,0,Winter,33.826512,66.987777
Western,29,Badghis,2901,Qala-e-Naw,2017-02-15,Flood / flash flood,0,0,63,9,9,0,Winter,34.861003,63.130681
